tag,step,wall_time,value
train/l1 loss,1390,1736355653.754,0.08915062248706818
train/l1 loss,1400,1736355654.341,0.06075442582368851
train/l1 loss,1410,1736355656.060,0.0979110449552536
train/l1 loss,1420,1736355656.384,0.07721254974603653
train/l1 loss,1430,1736355656.734,0.07561059296131134
train/l1 loss,1440,1736355657.857,0.07001911848783493
train/l1 loss,1450,1736355658.169,0.0670042634010315
train/l1 loss,1460,1736355658.482,0.06781331449747086
train/l1 loss,1470,1736355658.796,0.07510267198085785
train/l1 loss,1480,1736355659.116,0.06765671074390411
train/l1 loss,1490,1736355659.444,0.07402347773313522
train/l1 loss,1500,1736355659.877,0.07338376343250275
train/l1 loss,1510,1736355660.226,0.061079028993844986
train/l1 loss,1520,1736355660.553,0.08048447966575623
train/l1 loss,1530,1736355660.883,0.06846374273300171
train/l1 loss,1540,1736355661.340,0.05319061875343323
train/l1 loss,1550,1736355661.676,0.05434294790029526
train/l1 loss,1560,1736355662.005,0.1361616998910904
train/l1 loss,1570,1736355663.118,0.06456797569990158
train/l1 loss,1580,1736355663.439,0.07338367402553558
train/l1 loss,1590,1736355663.758,0.08323373645544052
train/l1 loss,1600,1736355664.346,0.06445150077342987
train/l1 loss,1610,1736355666.039,0.05686608701944351
train/l1 loss,1620,1736355666.362,0.0719497874379158
train/l1 loss,1630,1736355666.680,0.07883819192647934
train/l1 loss,1640,1736355666.999,0.06846537441015244
train/l1 loss,1650,1736355667.317,0.07466301321983337
train/l1 loss,1660,1736355667.636,0.06517210602760315
train/l1 loss,1670,1736355667.958,0.05699608474969864
train/l1 loss,1680,1736355668.279,0.057584766298532486
train/l1 loss,1690,1736355668.598,0.06352575868368149
train/l1 loss,1700,1736355669.037,0.0795990526676178
train/l1 loss,1710,1736355669.363,0.04926389083266258
train/l1 loss,1720,1736355669.694,0.08206907659769058
train/l1 loss,1730,1736355670.021,0.06386544555425644
train/l1 loss,1740,1736355670.350,0.05664440989494324
train/l1 loss,1750,1736355670.693,0.06508632004261017
train/l1 loss,1760,1736355671.153,0.06465669721364975
train/l1 loss,1770,1736355671.502,0.05979465693235397
train/l1 loss,1780,1736355671.851,0.05699224770069122
train/l1 loss,1790,1736355672.195,0.0530717559158802
train/l1 loss,1800,1736355672.846,0.05161821097135544
train/l1 loss,1810,1736355674.601,0.06931149959564209
train/l1 loss,1820,1736355674.941,0.061893563717603683
train/l1 loss,1830,1736355675.276,0.06199037283658981
train/l1 loss,1840,1736355675.607,0.06586690247058868
train/l1 loss,1850,1736355675.935,0.05331997573375702
train/l1 loss,1860,1736355676.262,0.07547768205404282
train/l1 loss,1870,1736355676.587,0.06523611396551132
train/l1 loss,1880,1736355676.912,0.059321314096450806
train/l1 loss,1890,1736355677.234,0.05494913458824158
train/l1 loss,1900,1736355677.685,0.0641913041472435
train/l1 loss,1910,1736355678.027,0.05520879477262497
train/l1 loss,1920,1736355678.349,0.058245137333869934
train/l1 loss,1930,1736355678.675,0.07700162380933762
train/l1 loss,1940,1736355679.769,0.0725371241569519
train/l1 loss,1950,1736355680.094,0.06361880153417587
train/l1 loss,1960,1736355680.418,0.07141419500112534
train/l1 loss,1970,1736355680.741,0.05492807924747467
train/l1 loss,1980,1736355681.191,0.05114719644188881
train/l1 loss,1990,1736355681.519,0.06874290108680725
train/l1 loss,2000,1736355682.173,0.056388724595308304
train/l1 loss,2010,1736355685.086,0.07602042704820633
train/l1 loss,2020,1736355685.443,0.057751599699258804
train/l1 loss,2030,1736355685.789,0.05381384864449501
train/l1 loss,2040,1736355686.128,0.04990475997328758
train/l1 loss,2050,1736355686.460,0.051496922969818115
train/l1 loss,2060,1736355686.792,0.05911329388618469
train/l1 loss,2070,1736355687.125,0.05496381223201752
train/l1 loss,2080,1736355687.456,0.062401458621025085
train/l1 loss,2090,1736355687.788,0.06284406781196594
train/l1 loss,2100,1736355688.284,0.07254484295845032
train/l1 loss,2110,1736355688.636,0.0693279355764389
train/l1 loss,2120,1736355688.964,0.05806760489940643
train/l1 loss,2130,1736355689.286,0.05189312621951103
train/l1 loss,2140,1736355689.615,0.07336034625768661
train/l1 loss,2150,1736355689.945,0.07173243165016174
train/l1 loss,2160,1736355690.270,0.06382109969854355
train/l1 loss,2170,1736355690.595,0.05241868272423744
train/l1 loss,2180,1736355690.924,0.04993389919400215
train/l1 loss,2190,1736355691.247,0.05255698412656784
train/l1 loss,2200,1736355692.063,0.06781674176454544
train/l1 loss,2210,1736355693.737,0.047182101756334305
train/l1 loss,2220,1736355694.073,0.06461920589208603
train/l1 loss,2230,1736355694.403,0.05786825343966484
train/l1 loss,2240,1736355694.735,0.05750221014022827
train/l1 loss,2250,1736355695.072,0.05442895367741585
train/l1 loss,2260,1736355695.411,0.052844125777482986
train/l1 loss,2270,1736355695.749,0.04440569132566452
train/l1 loss,2280,1736355696.099,0.05743378773331642
train/l1 loss,2290,1736355696.461,0.055887699127197266
train/l1 loss,2300,1736355697.006,0.04467999190092087
train/l1 loss,2310,1736355697.369,0.0487862266600132
train/l1 loss,2320,1736355697.718,0.12762673199176788
train/l1 loss,2330,1736355698.828,0.04605614021420479
train/l1 loss,2340,1736355699.136,0.057125139981508255
train/l1 loss,2350,1736355699.446,0.05199066177010536
train/l1 loss,2360,1736355699.757,0.06246180087327957
train/l1 loss,2370,1736355700.076,0.05689748004078865
train/l1 loss,2380,1736355700.401,0.05000748857855797
train/l1 loss,2390,1736355700.719,0.05305258184671402
train/l1 loss,2400,1736355701.348,0.06661119312047958
train/l1 loss,2410,1736355702.982,0.05637609586119652
train/l1 loss,2420,1736355703.427,0.05553852766752243
train/l1 loss,2430,1736355703.758,0.04562433809041977
train/l1 loss,2440,1736355704.085,0.054381128400564194
train/l1 loss,2450,1736355704.412,0.05057330057024956
train/l1 loss,2460,1736355704.741,0.04496724531054497
train/l1 loss,2470,1736355705.066,0.051415104418992996
train/l1 loss,2480,1736355705.390,0.0535985492169857
train/l1 loss,2490,1736355705.723,0.04565552622079849
train/l1 loss,2500,1736355706.249,0.07393689453601837
train/l1 loss,2510,1736355706.585,0.048413120210170746
train/l1 loss,2520,1736355706.902,0.04042220115661621
train/l1 loss,2530,1736355707.222,0.057518120855093
train/l1 loss,2540,1736355707.539,0.048176925629377365
train/l1 loss,2550,1736355707.858,0.04139934107661247
train/l1 loss,2560,1736355708.177,0.06517418473958969
train/l1 loss,2570,1736355708.497,0.06093183159828186
train/l1 loss,2580,1736355708.816,0.05231909453868866
train/l1 loss,2590,1736355709.133,0.05002453550696373
train/l1 loss,2600,1736355710.560,0.05239037424325943
train/l1 loss,2610,1736355712.284,0.05124657601118088
train/l1 loss,2620,1736355712.615,0.043710049241781235
train/l1 loss,2630,1736355712.949,0.05468703433871269
train/l1 loss,2640,1736355713.415,0.06227029860019684
train/l1 loss,2650,1736355713.748,0.040702156722545624
train/l1 loss,2660,1736355714.078,0.038231853395700455
train/l1 loss,2670,1736355714.402,0.04458015412092209
train/l1 loss,2680,1736355714.716,0.056425295770168304
train/l1 loss,2690,1736355715.024,0.051066432148218155
train/l1 loss,2700,1736355715.537,0.05719754472374916
train/l1 loss,2710,1736355715.864,0.044446542859077454
train/l1 loss,2720,1736355716.173,0.05567839741706848
train/l1 loss,2730,1736355716.484,0.047086652368307114
train/l1 loss,2740,1736355716.787,0.06953803449869156
train/l1 loss,2750,1736355717.095,0.04920457676053047
train/l1 loss,2760,1736355717.400,0.043395936489105225
train/l1 loss,2770,1736355717.706,0.06403291970491409
train/l1 loss,2780,1736355718.016,0.05284465476870537
train/l1 loss,2790,1736355718.327,0.05622221156954765
train/l1 loss,2800,1736355718.987,0.05432972311973572
train/l1 loss,2810,1736355720.629,0.048904575407505035
train/l1 loss,2820,1736355720.943,0.049563322216272354
train/l1 loss,2830,1736355721.260,0.05671001598238945
train/l1 loss,2840,1736355721.575,0.06041435897350311
train/l1 loss,2850,1736355721.888,0.05257854610681534
train/l1 loss,2860,1736355722.322,0.04089396074414253
train/l1 loss,2870,1736355722.636,0.053312625735998154
train/l1 loss,2880,1736355722.945,0.04545949399471283
train/l1 loss,2890,1736355723.256,0.04902690649032593
train/l1 loss,2900,1736355723.771,0.041430383920669556
train/l1 loss,2910,1736355724.091,0.0387423112988472
train/l1 loss,2920,1736355724.403,0.042131148278713226
train/l1 loss,2930,1736355724.724,0.06253904849290848
train/l1 loss,2940,1736355725.037,0.04250277578830719
train/l1 loss,2950,1736355725.352,0.04313125088810921
train/l1 loss,2960,1736355725.668,0.04041610658168793
train/l1 loss,2970,1736355725.985,0.042170554399490356
train/l1 loss,2980,1736355726.299,0.04150458425283432
train/l1 loss,2990,1736355726.613,0.04820283502340317
train/l1 loss,3000,1736355727.319,0.05220329761505127
train/l1 loss,3010,1736355730.740,0.05594431981444359
train/l1 loss,3020,1736355731.069,0.06576009839773178
train/l1 loss,3030,1736355731.392,0.04805722460150719
train/l1 loss,3040,1736355731.714,0.04959145560860634
train/l1 loss,3050,1736355732.823,0.045345667749643326
train/l1 loss,3060,1736355733.141,0.043481092900037766
train/l1 loss,3070,1736355733.454,0.04618895798921585
train/l1 loss,3080,1736355733.907,0.0528867281973362
train/l1 loss,3090,1736355734.232,0.04245377704501152
train/l1 loss,3100,1736355734.828,0.04952513426542282
train/l1 loss,3110,1736355735.167,0.05250360071659088
train/l1 loss,3120,1736355735.487,0.049029476940631866
train/l1 loss,3130,1736355735.806,0.04122799262404442
train/l1 loss,3140,1736355736.128,0.04805384576320648
train/l1 loss,3150,1736355736.444,0.043087445199489594
train/l1 loss,3160,1736355736.764,0.045849330723285675
train/l1 loss,3170,1736355737.082,0.04725712537765503
train/l1 loss,3180,1736355737.401,0.045274995267391205
train/l1 loss,3190,1736355737.722,0.04530514404177666
train/l1 loss,3200,1736355738.430,0.048665422946214676
train/l1 loss,3210,1736355740.138,0.050954632461071014
train/l1 loss,3220,1736355740.464,0.044936805963516235
train/l1 loss,3230,1736355740.793,0.05736364424228668
train/l1 loss,3240,1736355741.119,0.04666179046034813
train/l1 loss,3250,1736355741.444,0.05100272595882416
train/l1 loss,3260,1736355741.773,0.041574347764253616
train/l1 loss,3270,1736355742.105,0.1168622300028801
train/l1 loss,3280,1736355743.205,0.04425688460469246
train/l1 loss,3290,1736355743.531,0.04399014636874199
train/l1 loss,3300,1736355744.276,0.04463592544198036
train/l1 loss,3310,1736355744.620,0.052398432046175
train/l1 loss,3320,1736355744.940,0.03728462755680084
train/l1 loss,3330,1736355745.268,0.042241085320711136
train/l1 loss,3340,1736355745.588,0.04079342633485794
train/l1 loss,3350,1736355745.913,0.03960619866847992
train/l1 loss,3360,1736355746.246,0.04549715667963028
train/l1 loss,3370,1736355746.572,0.04320748522877693
train/l1 loss,3380,1736355746.903,0.041740767657756805
train/l1 loss,3390,1736355747.233,0.04827718809247017
train/l1 loss,3400,1736355748.006,0.044191546738147736
train/l1 loss,3410,1736355749.668,0.03699558973312378
train/l1 loss,3420,1736355749.989,0.06301427632570267
train/l1 loss,3430,1736355751.109,0.04807038605213165
train/l1 loss,3440,1736355751.450,0.0542440190911293
train/l1 loss,3450,1736355751.775,0.0534982793033123
train/l1 loss,3460,1736355752.097,0.04154389351606369
train/l1 loss,3470,1736355752.421,0.051037877798080444
train/l1 loss,3480,1736355752.749,0.03823317587375641
train/l1 loss,3490,1736355753.072,0.050903137773275375
train/l1 loss,3500,1736355753.662,0.059015266597270966
train/l1 loss,3510,1736355754.012,0.06268926709890366
train/l1 loss,3520,1736355754.475,0.05335194990038872
train/l1 loss,3530,1736355754.802,0.041423093527555466
train/l1 loss,3540,1736355755.128,0.06256026029586792
train/l1 loss,3550,1736355755.452,0.046221744269132614
train/l1 loss,3560,1736355755.776,0.051112812012434006
train/l1 loss,3570,1736355756.103,0.04576699435710907
train/l1 loss,3580,1736355757.217,0.03741535544395447
train/l1 loss,3590,1736355757.553,0.040193259716033936
train/l1 loss,3600,1736355758.319,0.04355383291840553
train/l1 loss,3610,1736355759.993,0.05449675768613815
train/l1 loss,3620,1736355760.353,0.04248002544045448
train/l1 loss,3630,1736355760.716,0.0466349832713604
train/l1 loss,3640,1736355761.241,0.05136663466691971
train/l1 loss,3650,1736355761.589,0.050679318606853485
train/l1 loss,3660,1736355761.940,0.03954942896962166
train/l1 loss,3670,1736355762.272,0.0398830883204937
train/l1 loss,3680,1736355762.609,0.0403689406812191
train/l1 loss,3690,1736355762.937,0.037612732499837875
train/l1 loss,3700,1736355763.604,0.04512695223093033
train/l1 loss,3710,1736355763.955,0.04296298697590828
train/l1 loss,3720,1736355764.286,0.040989428758621216
train/l1 loss,3730,1736355764.611,0.04253777489066124
train/l1 loss,3740,1736355765.071,0.03926309570670128
train/l1 loss,3750,1736355765.399,0.03985709324479103
train/l1 loss,3760,1736355765.733,0.049308862537145615
train/l1 loss,3770,1736355766.067,0.04263724386692047
train/l1 loss,3780,1736355766.397,0.0395168662071228
train/l1 loss,3790,1736355766.743,0.03336617350578308
train/l1 loss,3800,1736355767.638,0.048499204218387604
train/l1 loss,3810,1736355769.377,0.03553016111254692
train/l1 loss,3820,1736355770.492,0.043285008519887924
train/l1 loss,3830,1736355770.812,0.042673349380493164
train/l1 loss,3840,1736355771.131,0.03556652367115021
train/l1 loss,3850,1736355771.464,0.04514152184128761
train/l1 loss,3860,1736355771.786,0.05064284801483154
train/l1 loss,3870,1736355772.108,0.04625306278467178
train/l1 loss,3880,1736355772.433,0.03886428847908974
train/l1 loss,3890,1736355772.752,0.03826913610100746
train/l1 loss,3900,1736355773.382,0.04502071440219879
train/l1 loss,3910,1736355773.735,0.0473690964281559
train/l1 loss,3920,1736355774.059,0.04114508256316185
train/l1 loss,3930,1736355774.391,0.05467020720243454
train/l1 loss,3940,1736355774.719,0.041218873113393784
train/l1 loss,3950,1736355775.048,0.04548388347029686
train/l1 loss,3960,1736355775.509,0.043149255216121674
train/l1 loss,3970,1736355776.673,0.03782764449715614
train/l1 loss,3980,1736355777.012,0.04169635474681854
train/l1 loss,3990,1736355777.349,0.0365225113928318
train/l1 loss,4000,1736355778.185,0.042630717158317566
train/l1 loss,4010,1736355781.188,0.18185020983219147
train/l1 loss,4020,1736355781.568,0.10726498067378998
train/l1 loss,4030,1736355781.950,0.07274749875068665
train/l1 loss,4040,1736355782.355,0.10087720304727554
train/l1 loss,4050,1736355782.764,0.06356789171695709
train/l1 loss,4060,1736355783.175,0.06357106566429138
train/l1 loss,4070,1736355783.580,0.05343688651919365
train/l1 loss,4080,1736355784.002,0.056960780173540115
train/l1 loss,4090,1736355784.416,0.07567145675420761
train/l1 loss,4100,1736355785.212,0.05605847388505936
train/l1 loss,4110,1736355785.631,0.05664738267660141
train/l1 loss,4120,1736355786.053,0.055892959237098694
train/l1 loss,4130,1736355786.465,0.051742617040872574
train/l1 loss,4140,1736355786.890,0.05032278597354889
train/l1 loss,4150,1736355787.305,0.04494565725326538
train/l1 loss,4160,1736355787.735,0.05217782035470009
train/l1 loss,4170,1736355788.144,0.05176471918821335
train/l1 loss,4180,1736355788.698,0.052338480949401855
train/l1 loss,4190,1736355789.115,0.053604044020175934
train/l1 loss,4200,1736355790.057,0.04297950118780136
train/l1 loss,4210,1736355791.893,0.063157819211483
train/l1 loss,4220,1736355792.332,0.0424809604883194
train/l1 loss,4230,1736355792.755,0.044611696153879166
train/l1 loss,4240,1736355793.176,0.04587135463953018
train/l1 loss,4250,1736355793.603,0.047354962676763535
train/l1 loss,4260,1736355794.038,0.03878839686512947
train/l1 loss,4270,1736355795.247,0.03834804892539978
train/l1 loss,4280,1736355795.675,0.055913303047418594
train/l1 loss,4290,1736355796.085,0.039129588752985
train/l1 loss,4300,1736355796.916,0.04279576614499092
train/l1 loss,4310,1736355797.385,0.045607998967170715
train/l1 loss,4320,1736355797.820,0.04948834702372551
train/l1 loss,4330,1736355798.245,0.04441889375448227
train/l1 loss,4340,1736355798.666,0.0435909703373909
train/l1 loss,4350,1736355799.095,0.04692395031452179
train/l1 loss,4360,1736355799.524,0.05466007813811302
train/l1 loss,4370,1736355799.948,0.05043968930840492
train/l1 loss,4380,1736355800.375,0.04166904464364052
train/l1 loss,4390,1736355800.799,0.049848802387714386
train/l1 loss,4400,1736355801.950,0.03984801843762398
train/l1 loss,4410,1736355803.778,0.038506634533405304
train/l1 loss,4420,1736355804.212,0.045566629618406296
train/l1 loss,4430,1736355804.645,0.042919740080833435
train/l1 loss,4440,1736355805.082,0.05554186552762985
train/l1 loss,4450,1736355805.517,0.03953184932470322
train/l1 loss,4460,1736355805.956,0.045477259904146194
train/l1 loss,4470,1736355806.393,0.03805427625775337
train/l1 loss,4480,1736355806.831,0.03664998337626457
train/l1 loss,4490,1736355807.264,0.041449129581451416
train/l1 loss,4500,1736355808.059,0.04603860527276993
train/l1 loss,4510,1736355808.494,0.048232775181531906
train/l1 loss,4520,1736355808.921,0.04333591088652611
train/l1 loss,4530,1736355809.353,0.03752186894416809
train/l1 loss,4540,1736355809.785,0.047177501022815704
train/l1 loss,4550,1736355810.223,0.045532796531915665
train/l1 loss,4560,1736355810.656,0.04221371188759804
train/l1 loss,4570,1736355811.087,0.052259620279073715
train/l1 loss,4580,1736355811.517,0.04154098778963089
train/l1 loss,4590,1736355811.945,0.0364484004676342
train/l1 loss,4600,1736355812.901,0.03870939463376999
train/l1 loss,4610,1736355815.557,0.038149524480104446
train/l1 loss,4620,1736355816.148,0.04328599572181702
train/l1 loss,4630,1736355816.577,0.04459788277745247
train/l1 loss,4640,1736355817.001,0.03645341470837593
train/l1 loss,4650,1736355817.424,0.04187403991818428
train/l1 loss,4660,1736355817.845,0.03504892438650131
train/l1 loss,4670,1736355818.277,0.03886429965496063
train/l1 loss,4680,1736355818.697,0.034964513033628464
train/l1 loss,4690,1736355819.120,0.039342623203992844
train/l1 loss,4700,1736355819.959,0.036146193742752075
train/l1 loss,4710,1736355820.412,0.04770902916789055
train/l1 loss,4720,1736355820.841,0.03902110084891319
train/l1 loss,4730,1736355821.271,0.060232214629650116
train/l1 loss,4740,1736355821.703,0.03370467200875282
train/l1 loss,4750,1736355822.138,0.04817204549908638
train/l1 loss,4760,1736355822.589,0.03853403031826019
train/l1 loss,4770,1736355823.046,0.04494444653391838
train/l1 loss,4780,1736355823.502,0.044921159744262695
train/l1 loss,4790,1736355823.962,0.04571184515953064
train/l1 loss,4800,1736355824.970,0.052061133086681366
train/l1 loss,4810,1736355826.773,0.044619157910346985
train/l1 loss,4820,1736355827.219,0.04172273725271225
train/l1 loss,4830,1736355827.657,0.045415814965963364
train/l1 loss,4840,1736355828.234,0.043790221214294434
train/l1 loss,4850,1736355828.677,0.03844202309846878
train/l1 loss,4860,1736355829.123,0.04173823818564415
train/l1 loss,4870,1736355829.569,0.04506037011742592
train/l1 loss,4880,1736355830.014,0.03710269555449486
train/l1 loss,4890,1736355830.457,0.03430787846446037
train/l1 loss,4900,1736355831.350,0.037688903510570526
train/l1 loss,4910,1736355831.813,0.04259027540683746
train/l1 loss,4920,1736355832.250,0.051258597522974014
train/l1 loss,4930,1736355832.693,0.044044606387615204
train/l1 loss,4940,1736355833.141,0.05806627497076988
train/l1 loss,4950,1736355833.568,0.0337689146399498
train/l1 loss,4960,1736355834.009,0.03861341252923012
train/l1 loss,4970,1736355834.450,0.03181431069970131
train/l1 loss,4980,1736355834.892,0.04142223298549652
train/l1 loss,4990,1736355835.353,0.039645206183195114
train/l1 loss,5000,1736355836.389,0.042370300740003586
train/l1 loss,5010,1736355840.642,0.055512044578790665
train/l1 loss,5020,1736355841.097,0.031155413016676903
train/l1 loss,5030,1736355841.543,0.042983006685972214
train/l1 loss,5040,1736355841.971,0.04340611770749092
train/l1 loss,5050,1736355842.392,0.042597074061632156
train/l1 loss,5060,1736355843.735,0.046786654740571976
train/l1 loss,5070,1736355844.174,0.044695645570755005
train/l1 loss,5080,1736355844.602,0.04295377433300018
train/l1 loss,5090,1736355845.035,0.06038256734609604
train/l1 loss,5100,1736355845.959,0.0365886390209198
train/l1 loss,5110,1736355846.400,0.04321000725030899
train/l1 loss,5120,1736355846.832,0.04310337081551552
train/l1 loss,5130,1736355847.254,0.03355855867266655
train/l1 loss,5140,1736355847.693,0.03750000521540642
train/l1 loss,5150,1736355848.127,0.041311707347631454
train/l1 loss,5160,1736355848.572,0.03890522941946983
train/l1 loss,5170,1736355848.999,0.04775206372141838
train/l1 loss,5180,1736355849.428,0.0348835289478302
train/l1 loss,5190,1736355849.863,0.04263509809970856
train/l1 loss,5200,1736355850.852,0.04355496168136597
